	Acartia-tonsa_adults_SR	Amphibalanus-amphitrite_larva_ou	Calanoides-carinatus_active-pop_BL	Calanus-hyperboreus_female_AF	Eucalanus-hyalinus_high-oxygen_CA	Eucyclops-serrulatus__SR	Eurytemora-affinis_adults_fr	Labidocera-madurae_femalesPooled_SR	Lernaea-cyprinacea_hote_SR	Lsalmonis_female_SR	Metridia-longa_female_AU	Nannocalanus-minor__BY	Neocalanus-flemingeri_pooledFemales_SR	Onana_female_in	Osimilis_female_in	Paracyclopina-nana_SRR1664735_Tr	Penaeus-aztecus_10Hepatopancreas_ou	Pleuromamma-robusta__BU	Pseudocalanus-sp_female_BE	Pseudodiaptomus-annandalei_1ind_SR	Tigriopus-japonicus_SRR1784985_Tr	Tigripus-kingsejongensis_SRR2034718_Tr	Tracheliastes-polycolpus_female_le
PF09826.10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13961.7	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	16	0	0
PF16621.6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00340.20	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10606.10	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06097.12	0	0	0	0	0	0	0	0	42	5	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01101.19	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16820.6	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00021.22	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF02180.18	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12287.9	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15351.7	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17708.2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16297.6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15060.7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14886.7	0	0	0	0	0	0	0	0	5	1	0	0	0	3	2	0	0	0	0	2	6	1	0
PF15365.7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0
PF07352.13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	179	0	0	0	0	0
PF17906.2	0	0	0	0	0	0	0	0	2	268	0	0	0	0	0	0	27	0	246	75	5	0	0
PF10792.10	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14495.7	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11531.9	0	0	0	0	0	0	0	0	3	0	0	34	0	0	0	0	0	0	0	0	0	0	0
PF17069.6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	0	0	0	2	0	0	0
PF02393.17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16276.6	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11416.9	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	12	6
PF00748.20	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16519.6	0	0	0	0	0	0	0	0	1	0	0	0	0	12	12	26	6	0	0	5	22	6	0
PF03921.15	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17912.2	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	135	0	0	0	0	0	0	0
PF14521.7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF02102.16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05326.12	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01110.18	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01291.18	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12162.9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06422.13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06234.13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	396	0	0	0	0	36	0	0	0
PF10549.10	0	0	0	0	0	0	0	0	102	0	5	0	0	0	0	0	0	0	0	56	0	0	0
PF16096.6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16097.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14554.7	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04732.15	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF02165.16	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05802.12	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08778.11	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0
PF05624.15	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13904.7	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	2	0
PF00357.21	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08457.11	0	0	0	0	0	0	0	0	4	0	0	0	0	7	1	0	0	0	0	0	26	0	0
PF02265.17	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF07198.12	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17425.3	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14244.7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03827.14	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12091.9	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17790.2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01821.19	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11604.9	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06657.14	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03219.15	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0
PF15672.6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10490.10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08831.11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13408.7	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02238.16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	0	0	0
PF00724.21	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	11	0	0	0
PF16599.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16646.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06730.12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0
PF18193.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0
PF02350.20	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17403.3	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	6	2	0	0	0	0	0
PF03813.15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	16	0	0	0	0	0	0
PF10427.10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09967.10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13778.7	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	27	6	0
PF16616.6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15260.7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06617.14	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05770.12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	2	0	0	0
PF05477.12	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0
PF02578.16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07139.12	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14381.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15050.7	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17719.2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0
PF08374.12	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15397.7	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	51	0	0	0	0	0	0
PF16630.6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05972.12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0
PF14646.7	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18289.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09036.11	0	0	0	0	0	0	0	0	6	0	0	0	0	20	18	0	14	2	0	0	0	0	0
PF18615.2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12945.8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08815.11	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0
PF18410.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08917.11	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09310.11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18574.2	0	0	0	0	0	0	0	0	2	0	0	30	0	5	0	0	0	0	0	0	0	0	0
PF15434.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16602.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16675.6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16609.6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04366.13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16636.6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15156.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03492.16	0	0	0	0	0	0	0	0	2	0	0	21	0	0	0	0	0	6	0	0	0	0	0
PF12494.9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15387.7	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	3	0	0
PF07469.13	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10342.10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15899.6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	198	9	0	0	0
PF10279.10	0	0	0	0	0	0	0	0	30	169	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09240.11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09067.11	0	0	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0
PF02757.18	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0
PF07081.12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17851.2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16617.6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12721.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15289.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02256.18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF16553.6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	12	0	0	0	0	0	0
PF03880.16	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15303.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00280.19	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02705.17	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF18424.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF12018.9	0	0	0	0	0	0	0	0	9	0	0	0	0	6	6	12	0	0	0	14	8	4	0
PF01232.24	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04081.14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08014.12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01474.17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0
PF15051.7	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	3	0	0	0	17	0	5
PF12814.8	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15745.6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15014.7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04248.13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02195.19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08065.13	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07711.12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15024.7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
PF14308.7	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF08157.12	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF12064.9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14696.7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07353.13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05937.12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05956.12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17786.2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	1	0	0
PF01915.23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0
PF00933.22	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0
PF12185.9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0
PF08762.11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	4	0	0	0	2	0	0
PF00073.21	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	2	0	0	0	2	0	0
PF11492.9	0	0	0	0	0	0	0	0	0	81	114	0	0	0	0	0	3	0	0	0	0	0	0
PF00548.21	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00602.18	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13741.7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	6
PF02482.20	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0
PF13805.7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10304.10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	22	0	0	0	0	0
PF00518.18	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09251.11	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00974.19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14314.7	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14318.7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
PF15905.6	0	0	0	0	0	0	0	0	0	60	0	2	0	0	0	0	0	0	0	0	352	0	0
PF11814.9	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18024.2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0
PF11133.9	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
PF10368.10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17107.6	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	124	0	0	0	0
PF08651.11	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05677.13	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	3	0	0	0	0	0	2
PF04412.14	0	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	42	0	0
PF13717.7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	448	0	0	0	0
PF09501.11	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11001.9	0	0	0	0	0	0	0	0	0	195	0	0	0	3	6	18	0	0	0	0	0	0	9
PF13750.7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	195	0
PF04646.13	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	12	0	0	0	0	0	0
PF07652.15	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	2	0	0	0	0
PF04213.14	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17722.2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13856.7	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	146	0	0	0	0	0	0	0
PF08176.13	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13730.7	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	90	0	2	0
PF06039.16	0	0	0	0	0	0	0	0	0	0	92	0	0	16	16	0	20	0	0	0	0	18	0
PF15943.6	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	100	20	0	0	0	0
PF09699.11	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0
PF18049.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0
PF14876.7	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0
PF00284.21	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
PF16715.6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
PF18194.2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PF18441.2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
PF12759.8	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
PF08405.12	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
PF14074.7	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
PF08797.12	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	119	51	0	2	0	0
PF12636.8	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
PF11553.9	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0
PF12968.8	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	0	0	0	0
PF05433.16	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
PF03603.14	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
PF14379.7	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	0	0	0
PF13411.7	0	0	0	0	0	0	0	0	0	0	12	0	32	0	0	0	0	0	0	0	0	0	0
PF18508.2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0
PF14767.7	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
PF07333.13	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	24	0	0	0	0
PF13663.7	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0
PF08274.13	0	0	0	0	0	0	0	0	0	0	283	11	0	138	128	0	0	69	116	0	0	0	0
PF08394.11	0	0	0	0	0	0	0	0	0	0	478	380	0	192	0	0	0	0	0	0	0	0	0
PF10892.9	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
PF14975.7	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0
PF10790.10	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
PF03640.16	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
PF09290.12	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0
PF10711.10	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PF10564.10	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
PF13403.7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	36	0	0	0	0
PF18197.2	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
PF03070.17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
PF05990.13	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
PF02107.17	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
PF12961.8	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	112	0	0	0
PF07069.12	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
PF11381.9	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0
PF03498.15	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0
PF17500.3	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
PF06064.12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
PF06633.12	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0
PF06348.12	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0
PF00649.19	0	0	0	0	0	0	0	0	0	0	13	117	0	0	0	0	0	11	0	0	0	0	0
PF12995.8	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0
PF12204.9	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	144	0	0	0	0	0
PF16686.6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	28	0	0
PF13448.7	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	7	0	0	0
PF07453.14	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0
PF09837.10	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	85	0	0	0	0	0
PF09284.11	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	7	0	0	0	0	0
PF18206.2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
PF01348.22	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
PF16378.6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PF02728.17	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0
PF10902.9	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
PF18925.1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
PF00299.19	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
PF14373.7	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	56	0	0	0	0
PF14149.7	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0
PF14539.7	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0
PF14848.7	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
PF06689.14	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	210	0	0	0	0
PF05647.12	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
